Requirement_ID,Requirement_Text,Relevant_Transition_ActionId_Concrete,Relevant_Transition_ActionId_Abstract,Transition_Notes,Relevant_Widget_AbstractID,Relevant_Widget_ConcreteID,Relevant_Widget_Selector,Relevant_Widget_Text,Relevant_Widget_Tag,Relevant_Widget_Href,Widget_Notes,Relevance_Type
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WA1n6900t10601956989,WC7gbbvt2b91991552798,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(6),Évaluation CO₂ (A - E),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WA1vc3n5cb1753882342,WCz7xevl2a0626112402,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(3),Name (Z - A),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WA1vc3n5cb1753882342,WC1bvxnua2a04254001505,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(2) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(3),Name (Z - A),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WA1vc3n5cb1753882342,WCizljab29e4269196358,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(3),Nom (Z - A),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WAxmg4qec2919826633,WCwfcw9i2ad2478749624,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(4),Price (High - Low),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WAxmg4qec2919826633,WC1xwsl1x2ad834787383,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(2) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(4),Price (High - Low),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WAxmg4qec2919826633,WC1o77pbq2b53950891452,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(4),Preis (Hoch - Niedrig),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WAxmg4qec2919826633,WC1yvrouc2ad3216125864,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(4),Prix (Élevé - Bas),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WA1mlzacl111301876333,WCq1l6so2b24170932814,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(7),CO₂ Rating (E - A),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WA1mlzacl111301876333,WC1bhboi12b21811174238,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(2) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(7),CO₂ Rating (E - A),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WA1mlzacl111301876333,WC5q4yws2b82958630557,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(7),CO₂-Bewertung (E - A),option,,,Functional
RQ1,"Given the user is on the home or category page, when they choose a sort option from the Sort drop-down, then the product list is reordered accordingly",,,,WA1mlzacl111301876333,WCwnm53u2ba2397477966,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(7),Évaluation CO₂ (E - A),option,,,Functional
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",AC1slgljf5a760630633,WA1frvumd413291516157,,WA1frvumd413291516157,WC15cr07v2d13647307917,#search-query,,input,,,Linked
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",,,,WA1frvumd413291516157,WCp394fj2d1418535478,#search-query,,input,,,Functional
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",,,,WA1frvumd413291516157,WC13rbn082d1371839786,#search-query,,input,,,Functional
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",,,,WA1frvumd413291516157,WC17flyga2cf4261670265,#search-query,,input,,,Functional
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",,,,WA1frvumd413291516157,WC1jolprk2cf3346794045,#search-query,,input,,,Functional
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",,,,WA1frvumd413291516157,WC72jth92d94208222443,#search-query,,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",AC1hju6j751961584762,WAwltd9q22738653262,,WAwltd9q22738653262,WC1tx9jx12d31816406608,[data-test='category-01KPXA8E1A3R468T9324JQNDZC'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAwltd9q22738653262,WC1itdz702d31868006107,[data-test='category-01KPXA8E1A3R468T9324JQNDZC'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAwltd9q22738653262,WC1nwfsfi2d34045532547,[data-test='category-01KPXA8E1A3R468T9324JQNDZC'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAwltd9q22738653262,WC1iwzfn62d32154428023,[data-test='category-01KPXA8E1A3R468T9324JQNDZC'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",AC1wnvxb8631967902838,WAwnu9fw224009412981,,WAwnu9fw224009412981,WCn3zspb2c42838903977,[data-test='brand-01KPXA8DNZFFZDWK7F1RG0EEFQ'],,input,,,Linked
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WAwnu9fw224009412981,WCque2412c0194504768,[data-test='brand-01KPXA8DNZFFZDWK7F1RG0EEFQ'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WAwnu9fw224009412981,WC10usgx22c42212156305,[data-test='brand-01KPXA8DNZFFZDWK7F1RG0EEFQ'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WAwnu9fw224009412981,WCob66b82c03902639421,[data-test='brand-01KPXA8DNZFFZDWK7F1RG0EEFQ'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WAwnu9fw224009412981,WC1yitgy92c4850086802,[data-test='brand-01KPXA8DNZFFZDWK7F1RG0EEFQ'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WAwnu9fw224009412981,WCr7ff5g2c497833857,[data-test='brand-01KPXA8DNZFFZDWK7F1RG0EEFQ'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",AC6irpvo491538335404,WAhs7kya4060406350,,WAhs7kya4060406350,WCdlett02b4112337868,[name='eco_friendly'],,input,,,Linked
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",AC1xmz5u65e1290899907,WAhs7kya4060406350,,WAhs7kya4060406350,WC16qkdl02b42794127886,[name='eco_friendly'],,input,,,Linked
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WC2ppr562b43363856420,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WC24seg42b41919719957,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WC754n12b4224705708,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WCr68b7q2b43282415015,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WC1ulyfon2b4858609461,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WC1532wll2b42810172485,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WC17jbabs2b41453906605,[name='eco_friendly'],,input,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",ACy4votu541236656805,WA1r8fzst2b1690373660,,WA1r8fzst2b1690373660,WC32us9f2c83093644108,.btn-link-style,Categories,button,,,Linked
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",ACajqdfz532558989596,WA1r8fzst2b1690373660,,WA1r8fzst2b1690373660,WCzj8vru2c8766207415,.btn-link-style,Categories,button,,,Linked
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",AClpsui7552636427622,WA1r8fzst2b1690373660,,WA1r8fzst2b1690373660,WC32us9f2c83093644108,.btn-link-style,Categories,button,,,Linked
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",AC1kcnrfu542060588621,WA1r8fzst2b1690373660,,WA1r8fzst2b1690373660,WC32us9f2c83093644108,.btn-link-style,Categories,button,,,Linked
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WC1blg70y2c8642066760,.btn-link-style,Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WC1hq7i4r2c8634119998,.btn-link-style,Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WC1suclg32c82199651689,[data-test='nav-categories'],Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WCjebwtp2c8437841457,.btn-link-style,Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WCsogwfm2c83031404271,[data-test='nav-categories'],Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WCocqrih2c84081821762,.btn-link-style,Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WCzcsh4e2c8688109649,.btn-link-style,Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WC1pbjdhb2c8806579084,.btn-link-style,Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WC3alw3j2c8521915720,.btn-link-style,Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WC1p4uzy12c84093223926,[data-test='nav-categories'],Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WCs11mw72c81690059465,.btn-link-style,Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WCwq7r3d2c8546458389,.btn-link-style,Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WC7282w2c83607334230,.btn-link-style,Kategorien,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WClcy9ne2c82012662286,.btn-link-style,Kategorien,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WCcvecnn2c83935720107,.btn-link-style,Catégories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1r8fzst2b1690373660,WCafrfyb2c81280417273,.btn-link-style,Categories,button,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",AC1f3jeue543030059468,WA1bh2tz0262614364546,,WA1bh2tz0262614364546,WC1m9bd562bf3207756851,[data-test='nav-special-tools'],Special Tools,a,/category/special-tools,,Linked
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1bh2tz0262614364546,WC1sfkeaj2b7418390443,[data-test='nav-special-tools'],Special Tools,a,/category/special-tools,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1bh2tz0262614364546,WCjoleoh2bf4167323946,[data-test='nav-special-tools'],Special Tools,a,/category/special-tools,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1bh2tz0262614364546,WCj5vttp2bf2547418211,[data-test='nav-special-tools'],Spezial Werkzeuge,a,/category/special-tools,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA1bh2tz0262614364546,WC13b8jc32bb3038734786,[data-test='nav-special-tools'],Outils spéciaux,a,/category/special-tools,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",AC12jxg7a503956313238,WA18gbn4824650518950,,WA18gbn4824650518950,WC1sephfi2b9476941205,[data-test='nav-power-tools'],Power Tools,a,/category/power-tools,,Linked
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA18gbn4824650518950,WC1ca20r52b14267760971,[data-test='nav-power-tools'],Power Tools,a,/category/power-tools,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA18gbn4824650518950,WCvybdx32b91530635916,[data-test='nav-power-tools'],Power Tools,a,/category/power-tools,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA18gbn4824650518950,WCzy0q612c5823769668,[data-test='nav-power-tools'],Elektrische Werkzeuge,a,/category/power-tools,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",,,,WA18gbn4824650518950,WCzljlwv2bf1125674625,[data-test='nav-power-tools'],Outils électriques,a,/category/power-tools,,Functional
RQ7,"Given a category contains no products (Special Tools), when the user views that category page, then the page clearly states ""No products found"" instead of showing an empty grid",AC1f3jeue543030059468,WA1bh2tz0262614364546,,WA1bh2tz0262614364546,WC1m9bd562bf3207756851,[data-test='nav-special-tools'],Special Tools,a,/category/special-tools,,Linked
RQ7,"Given a category contains no products (Special Tools), when the user views that category page, then the page clearly states ""No products found"" instead of showing an empty grid",,,,WA1bh2tz0262614364546,WC1sfkeaj2b7418390443,[data-test='nav-special-tools'],Special Tools,a,/category/special-tools,,Functional
RQ7,"Given a category contains no products (Special Tools), when the user views that category page, then the page clearly states ""No products found"" instead of showing an empty grid",,,,WA1bh2tz0262614364546,WCjoleoh2bf4167323946,[data-test='nav-special-tools'],Special Tools,a,/category/special-tools,,Functional
RQ7,"Given a category contains no products (Special Tools), when the user views that category page, then the page clearly states ""No products found"" instead of showing an empty grid",,,,WA1bh2tz0262614364546,WCj5vttp2bf2547418211,[data-test='nav-special-tools'],Spezial Werkzeuge,a,/category/special-tools,,Functional
RQ7,"Given a category contains no products (Special Tools), when the user views that category page, then the page clearly states ""No products found"" instead of showing an empty grid",,,,WA1bh2tz0262614364546,WC13b8jc32bb3038734786,[data-test='nav-special-tools'],Outils spéciaux,a,/category/special-tools,,Functional
RQ8,"Given the user navigates to a populated category, then the page displays product cards with images, names, price and CO2 rating",AC12jxg7a503956313238,WA18gbn4824650518950,,WA18gbn4824650518950,WC1sephfi2b9476941205,[data-test='nav-power-tools'],Power Tools,a,/category/power-tools,,Linked
RQ8,"Given the user navigates to a populated category, then the page displays product cards with images, names, price and CO2 rating",,,,WA18gbn4824650518950,WC1ca20r52b14267760971,[data-test='nav-power-tools'],Power Tools,a,/category/power-tools,,Functional
RQ8,"Given the user navigates to a populated category, then the page displays product cards with images, names, price and CO2 rating",,,,WA18gbn4824650518950,WCvybdx32b91530635916,[data-test='nav-power-tools'],Power Tools,a,/category/power-tools,,Functional
RQ8,"Given the user navigates to a populated category, then the page displays product cards with images, names, price and CO2 rating",,,,WA18gbn4824650518950,WCzy0q612c5823769668,[data-test='nav-power-tools'],Elektrische Werkzeuge,a,/category/power-tools,,Functional
RQ8,"Given the user navigates to a populated category, then the page displays product cards with images, names, price and CO2 rating",,,,WA18gbn4824650518950,WCzljlwv2bf1125674625,[data-test='nav-power-tools'],Outils électriques,a,/category/power-tools,,Functional
RQ9,"Given the catalogue has more products than fit on one page, when the user clicks the page number buttons at the bottom (1 2 3) or the left/right arrows, then the next or previous page of products is loaded",AC4fbydr5c4025495181,WAoasp64111559950418,,WAoasp64111559950418,WCtdo76n2932694298092,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Linked
RQ9,"Given the catalogue has more products than fit on one page, when the user clicks the page number buttons at the bottom (1 2 3) or the left/right arrows, then the next or previous page of products is loaded",ACimug7y5c2727222096,WAoasp64111559950418,,WAoasp64111559950418,WCtdo76n2932694298092,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Linked
RQ9,"Given the catalogue has more products than fit on one page, when the user clicks the page number buttons at the bottom (1 2 3) or the left/right arrows, then the next or previous page of products is loaded",,,,WAoasp64111559950418,WCo039nx2932177977845,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ9,"Given the catalogue has more products than fit on one page, when the user clicks the page number buttons at the bottom (1 2 3) or the left/right arrows, then the next or previous page of products is loaded",,,,WAoasp64111559950418,WC1gy1ybl2931248029963,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ9,"Given the catalogue has more products than fit on one page, when the user clicks the page number buttons at the bottom (1 2 3) or the left/right arrows, then the next or previous page of products is loaded",,,,WAoasp64111559950418,WC1w9oj382931508334957,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ9,"Given the catalogue has more products than fit on one page, when the user clicks the page number buttons at the bottom (1 2 3) or the left/right arrows, then the next or previous page of products is loaded",,,,WAoasp64111559950418,WC2flajz2931227103131,[aria-label='Page-2'],2,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ9,"Given the catalogue has more products than fit on one page, when the user clicks the page number buttons at the bottom (1 2 3) or the left/right arrows, then the next or previous page of products is loaded",AC7n6y2q4c2287999594,WAqfne17113344939069,,WAqfne17113344939069,WC18xr2ml2931627164565,[aria-label='Page-3'],3,a,,Only true in relaxed model due to numeric-only widget,Linked
RQ9,"Given the catalogue has more products than fit on one page, when the user clicks the page number buttons at the bottom (1 2 3) or the left/right arrows, then the next or previous page of products is loaded",,,,WAqfne17113344939069,WC6wux4z2932881070065,[aria-label='Page-3'],3,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ9,"Given the catalogue has more products than fit on one page, when the user clicks the page number buttons at the bottom (1 2 3) or the left/right arrows, then the next or previous page of products is loaded",,,,WAqfne17113344939069,WCuh8o9x2931095595798,[aria-label='Page-3'],3,a,,Only true in relaxed model due to numeric-only widget,Functional
RQ9,"Given the catalogue has more products than fit on one page, when the user clicks the page number buttons at the bottom (1 2 3) or the left/right arrows, then the next or previous page of products is loaded",,,,WAqfne17113344939069,WCnd93in2932819217915,[aria-label='Page-3'],3,a,,Only true in relaxed model due to numeric-only widget,Functional
