Requirement_ID,Requirement_Text,Relevant_Transition_ActionId_Concrete,Relevant_Transition_ActionId_Abstract,Transition_Notes,Relevant_Widget_AbstractID,Relevant_Widget_ConcreteID,Relevant_Widget_Selector,Relevant_Widget_Text,Relevant_Widget_Tag,Relevant_Widget_Href,Widget_Notes,Relevance_Type
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",AC1turcgo591624267065,WA12j7c4d453635301283,,WA12j7c4d453635301283,WC1b3ws882d03236438283,#quantity-input,,input,,,Linked
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",AC1qkj5mt581061516888,WA12j7c4d453635301283,,WA12j7c4d453635301283,WC1b3ws882d03236438283,#quantity-input,,input,,,Linked
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",AC1s64km7521711600430,WA12j7c4d453635301283,,WA12j7c4d453635301283,WC1b3ws882d03236438283,#quantity-input,,input,,,Linked
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",AC1n0j48a5b1532100879,WA12j7c4f45835579542,,WA12j7c4f45835579542,WC132sjca2d02805415831,#quantity-input,,input,,,Linked
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",ACnlna2e592457800702,WA12j7c4e452947119925,,WA12j7c4e452947119925,WC7ksmsp2d03518145585,#quantity-input,,input,,,Linked
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",AC12w98cn51338624355,WA12j7c4c451101470233,,WA12j7c4c451101470233,WCflwvon2d04077366853,#quantity-input,,input,,,Linked
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",AC1l2nrc05a3176418294,WA12j7c4c451101470233,,WA12j7c4c451101470233,WCflwvon2d04077366853,#quantity-input,,input,,,Linked
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",ACcd8lbo5b1764233625,WA12j7c4c451101470233,,WA12j7c4c451101470233,WCflwvon2d04077366853,#quantity-input,,input,,,Linked
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",ACdqi1zs502976490134,WA12j7c4c451101470233,,WA12j7c4c451101470233,WCflwvon2d04077366853,#quantity-input,,input,,,Linked
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",ACpxfi5q5b3465524516,WA12j7c4c451101470233,,WA12j7c4c451101470233,WCflwvon2d04077366853,#quantity-input,,input,,,Linked
RQ2,"Given I am viewing a product, when I enter a specific numerical amount, then exactly that specified quantity is prepared to be added to my cart.",ACdcn4kh5b3100411133,WA12j7c4c451101470233,,WA12j7c4c451101470233,WCflwvon2d04077366853,#quantity-input,,input,,,Linked
RQ3,"Given I have a quantity greater than one selected for a product, when I choose to decrease the quantity, then the number of products to be added to my cart is reduced.",AC1n0j48a5b1532100879,WA12j7c4f45835579542,,WA12j7c4f45835579542,WC132sjca2d02805415831,#quantity-input,,input,,,Linked
RQ3,"Given I have a quantity greater than one selected for a product, when I choose to decrease the quantity, then the number of products to be added to my cart is reduced.",ACnlna2e592457800702,WA12j7c4e452947119925,,WA12j7c4e452947119925,WC7ksmsp2d03518145585,#quantity-input,,input,,,Linked
RQ3,"Given I have a quantity greater than one selected for a product, when I choose to decrease the quantity, then the number of products to be added to my cart is reduced.",AC1j21qbu591740490656,WA12j7c4d453635301283,,WA12j7c4d453635301283,WC1b3ws882d03236438283,#quantity-input,,input,,,Linked
RQ3,"Given I have a quantity greater than one selected for a product, when I choose to decrease the quantity, then the number of products to be added to my cart is reduced.",AC1turcgo591624267065,WA12j7c4d453635301283,,WA12j7c4d453635301283,WC1b3ws882d03236438283,#quantity-input,,input,,,Linked
RQ3,"Given I have a quantity greater than one selected for a product, when I choose to decrease the quantity, then the number of products to be added to my cart is reduced.",AC1qkj5mt581061516888,WA12j7c4d453635301283,,WA12j7c4d453635301283,WC1b3ws882d03236438283,#quantity-input,,input,,,Linked
RQ4,"Given I am logged in and I am on a product page, when I press on ""favorites"", then the product will be added to my favorites.",AC166v8375a8879885,WAt7bm21261186730378,,WAt7bm21261186730378,WCa0a8wr2dc2991823280,#btn-add-to-favorites,Add to favourites,button,,,Linked
RQ4,"Given I am logged in and I am on a product page, when I press on ""favorites"", then the product will be added to my favorites.",,,,WAt7bm21261186730378,WC1u9wa8r2dc312669415,#btn-add-to-favorites,Add to favourites,button,,,Functional
RQ4,"Given I am logged in and I am on a product page, when I press on ""favorites"", then the product will be added to my favorites.",,,,WAt7bm21261186730378,WC1ci9cvr2dc1192607208,#btn-add-to-favorites,Add to favourites,button,,,Functional
RQ4,"Given I am logged in and I am on a product page, when I press on ""favorites"", then the product will be added to my favorites.",,,,WAt7bm21261186730378,WC1ungwp02dc708356094,#btn-add-to-favorites,Add to favourites,button,,,Functional
RQ4,"Given I am logged in and I am on a product page, when I press on ""favorites"", then the product will be added to my favorites.",,,,WAt7bm21261186730378,WCy4byow2dc1154774556,#btn-add-to-favorites,Add to favourites,button,,,Functional
RQ4,"Given I am logged in and I am on a product page, when I press on ""favorites"", then the product will be added to my favorites.",,,,WAt7bm21261186730378,WCjl82sf2dc9844006,#btn-add-to-favorites,Add to favourites,button,,,Functional
RQ5,"Given I am not logged in and I am on a product page, when I press on ""add to favorites"", then I receive an error stating ""Unauthorized, can not add product to your favorite list."".",AC15ed34m5a2014346662,WAt7bm21261186730378,,WAt7bm21261186730378,WCa0a8wr2dc2991823280,#btn-add-to-favorites,Add to favourites,button,,,Linked
RQ5,"Given I am not logged in and I am on a product page, when I press on ""add to favorites"", then I receive an error stating ""Unauthorized, can not add product to your favorite list."".",,,,WAt7bm21261186730378,WC1u9wa8r2dc312669415,#btn-add-to-favorites,Add to favourites,button,,,Functional
RQ5,"Given I am not logged in and I am on a product page, when I press on ""add to favorites"", then I receive an error stating ""Unauthorized, can not add product to your favorite list."".",,,,WAt7bm21261186730378,WC1ci9cvr2dc1192607208,#btn-add-to-favorites,Add to favourites,button,,,Functional
RQ5,"Given I am not logged in and I am on a product page, when I press on ""add to favorites"", then I receive an error stating ""Unauthorized, can not add product to your favorite list."".",,,,WAt7bm21261186730378,WC1ungwp02dc708356094,#btn-add-to-favorites,Add to favourites,button,,,Functional
RQ5,"Given I am not logged in and I am on a product page, when I press on ""add to favorites"", then I receive an error stating ""Unauthorized, can not add product to your favorite list."".",,,,WAt7bm21261186730378,WCy4byow2dc1154774556,#btn-add-to-favorites,Add to favourites,button,,,Functional
RQ5,"Given I am not logged in and I am on a product page, when I press on ""add to favorites"", then I receive an error stating ""Unauthorized, can not add product to your favorite list."".",,,,WAt7bm21261186730378,WCjl82sf2dc9844006,#btn-add-to-favorites,Add to favourites,button,,,Functional
RQ6,"Given I am viewing a list of products, when I select the alphabetical sorting option, then the products are ordered from A to Z.",ACkj54z2753260691934,WAvis79x1134313057,,WAvis79x1134313057,WCh51rr293502424761,.form-select,,select,,,Linked
RQ6,"Given I am viewing a list of products, when I select the alphabetical sorting option, then the products are ordered from A to Z.",,,,WAvis79x1134313057,WCyqu7jw2932019932902,.form-select,,select,,,Functional
RQ6,"Given I am viewing a list of products, when I select the alphabetical sorting option, then the products are ordered from A to Z.",,,,WA91nokya1596131791,WC1l27iyo29d2720921442,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(2),Nom (A - Z),option,,,Functional
RQ6,"Given I am viewing a list of products, when I select the alphabetical sorting option, then the products are ordered from A to Z.",,,,WA91nokya1596131791,WCi87fgy29f3175556091,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(2),Name (A - Z),option,,,Functional
RQ7,"Given I am viewing a list of products, when I select the price sorting option, then the products are ordered sequentially by cost.",AC1if3x9a762618761389,WA1m3a8it193372485225,,WA1m3a8it193372485225,WCarv0x329b146958579,.form-select,,select,,,Linked
RQ7,"Given I am viewing a list of products, when I select the price sorting option, then the products are ordered sequentially by cost.",,,,WAcjhdnwb3504379125,WCuvoeyx2ac1407617521,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(5),Price (Low - High),option,,,Functional
RQ7,"Given I am viewing a list of products, when I select the price sorting option, then the products are ordered sequentially by cost.",,,,WAcjhdnwb3504379125,WCkdymfz2ac4207763189,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(5),Prix (Bas - Élevé),option,,,Functional
RQ7,"Given I am viewing a list of products, when I select the price sorting option, then the products are ordered sequentially by cost.",,,,WAcjhdnwb3504379125,WCzvwzz52b468676726,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(5),Preis (Niedrig - Hoch),option,,,Functional
RQ7,"Given I am viewing a list of products, when I select the price sorting option, then the products are ordered sequentially by cost.",,,,WAxmg4qec2919826633,WCwfcw9i2ad2478749624,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(4),Price (High - Low),option,,,Functional
RQ7,"Given I am viewing a list of products, when I select the price sorting option, then the products are ordered sequentially by cost.",,,,WAxmg4qec2919826633,WC1yvrouc2ad3216125864,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(4),Prix (Élevé - Bas),option,,,Functional
RQ7,"Given I am viewing a list of products, when I select the price sorting option, then the products are ordered sequentially by cost.",,,,WAxmg4qec2919826633,WC1o77pbq2b53950891452,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(4),Preis (Hoch - Niedrig),option,,,Functional
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",AC1wy13eg781874618015,WAzyj4i81f1870657947,,WAzyj4i81f1870657947,WCvzvi1o2a14224253542,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",AC1mwu8g4783988085059,WAzyj4i81f1870657947,,WAzyj4i81f1870657947,WCvzvi1o2a14224253542,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",AC1qxgn09783668841099,WAzyj4i81f1870657947,,WAzyj4i81f1870657947,WCvzvi1o2a14224253542,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",AC7na4bk783888267690,WAzyj4i81f1870657947,,WAzyj4i81f1870657947,WCvzvi1o2a14224253542,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",AC1xvusxg784101985970,WAzyj4i81f1870657947,,WAzyj4i81f1870657947,WCvzvi1o2a14224253542,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",ACoceaim781835311960,WAzyj4i81f1870657947,,WAzyj4i81f1870657947,WCvzvi1o2a14224253542,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",ACbxv2qb782260967016,WAzyj4i81f1870657947,,WAzyj4i81f1870657947,WCvzvi1o2a14224253542,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",ACiha1xc77858228516,WA15ajec91a4022580523,,WA15ajec91a4022580523,WC1tbz5x129c915527802,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",AC1whuxr0751157157940,WAvis79x1134313057,,WAvis79x1134313057,WCh51rr293502424761,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",ACfpq8m4783634575064,WA1d9tp3m2079484923,,WA1d9tp3m2079484923,WC1i38i3g2a23875261256,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",AC1elckb979968758838,WA1d9tp3m2079484923,,WA1d9tp3m2079484923,WC1i38i3g2a23875261256,.form-select,,select,,,Linked
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",,,,WA1n6900t10601956989,WC19x7h7f2b13817845899,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(6),CO₂ Rating (A - E),option,,,Functional
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",,,,WA1n6900t10601956989,WC7gbbvt2b91991552798,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(6),Évaluation CO₂ (A - E),option,,,Functional
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",,,,WA1n6900t10601956989,WCibjxjb2b71279555840,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(6),CO₂-Bewertung (A - E),option,,,Functional
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",,,,WA1mlzacl111301876333,WCq1l6so2b24170932814,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(7),CO₂ Rating (E - A),option,,,Functional
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",,,,WA1mlzacl111301876333,WCwnm53u2ba2397477966,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(7),Évaluation CO₂ (E - A),option,,,Functional
RQ8,"Given I am viewing a list of products, when I select the sustainability sorting option, then the products are ordered based on how sustainably they are made.",,,,WA1mlzacl111301876333,WC5q4yws2b82958630557,:root > :nth-child(2) > :nth-child(1) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(2) > :nth-child(3) > :nth-child(1) > :nth-child(1) > :nth-child(7),CO₂-Bewertung (E - A),option,,,Functional
RQ9,"Given I am viewing a product catalog, when I select a specific brand from the filters, then only products manufactured by that brand are displayed.",ACgitom975195984013,WAfg59a7221611376559,,WAfg59a7221611376559,WC1fygaop2c42607507393,[data-test='brand-01KKW0AA8D9TGKPMQXH4XRHPRW'],,input,,,Linked
RQ9,"Given I am viewing a product catalog, when I select a specific brand from the filters, then only products manufactured by that brand are displayed.",,,,WAfg59a7221611376559,WC12xj48u2c4878210117,[data-test='brand-01KKW0AA8D9TGKPMQXH4XRHPRW'],,input,,,Functional
RQ9,"Given I am viewing a product catalog, when I select a specific brand from the filters, then only products manufactured by that brand are displayed.",,,,WAfg59a7221611376559,WC1kw1nir2c4978139924,[data-test='brand-01KKW0AA8D9TGKPMQXH4XRHPRW'],,input,,,Functional
RQ9,"Given I am viewing a product catalog, when I select a specific brand from the filters, then only products manufactured by that brand are displayed.",ACthhtmo742570583603,WAfg59a8224038375998,,WAfg59a8224038375998,WC1xhrmyq2c4142580074,[data-test='brand-01KKW0AA8D9TGKPMQXH4XRHPRX'],,input,,,Linked
RQ9,"Given I am viewing a product catalog, when I select a specific brand from the filters, then only products manufactured by that brand are displayed.",,,,WAfg59a8224038375998,WCw0b4oq2c41515482791,[data-test='brand-01KKW0AA8D9TGKPMQXH4XRHPRX'],,input,,,Functional
RQ9,"Given I am viewing a product catalog, when I select a specific brand from the filters, then only products manufactured by that brand are displayed.",,,,WAfg59a8224038375998,WCiqkxsq2c4300640245,[data-test='brand-01KKW0AA8D9TGKPMQXH4XRHPRX'],,input,,,Functional
RQ10,"Given I am viewing a product catalog, when I apply the sustainability filter, then only products verified as eco-friendly are displayed.",ACeque3r5d2544830363,WAhs7kya4060406350,,WAhs7kya4060406350,WC1w9fwo22b42478789830,[name='eco_friendly'],,input,,,Linked
RQ10,"Given I am viewing a product catalog, when I apply the sustainability filter, then only products verified as eco-friendly are displayed.",AC1p3fs094c3433601236,WAhs7kya4060406350,,WAhs7kya4060406350,WCt5qw6a2b42728422704,[name='eco_friendly'],,input,,,Linked
RQ10,"Given I am viewing a product catalog, when I apply the sustainability filter, then only products verified as eco-friendly are displayed.",AC1p84gp74c2265529026,WAhs7kya4060406350,,WAhs7kya4060406350,WCt5qw6a2b42728422704,[name='eco_friendly'],,input,,,Linked
RQ10,"Given I am viewing a product catalog, when I apply the sustainability filter, then only products verified as eco-friendly are displayed.",,,,WAhs7kya4060406350,WC754n12b4224705708,[name='eco_friendly'],,input,,,Functional
RQ10,"Given I am viewing a product catalog, when I apply the sustainability filter, then only products verified as eco-friendly are displayed.",,,,WAhs7kya4060406350,WCu81pgm2b43063877649,[name='eco_friendly'],,input,,,Functional
RQ10,"Given I am viewing a product catalog, when I apply the sustainability filter, then only products verified as eco-friendly are displayed.",,,,WAhs7kya4060406350,WC17jbabs2b41453906605,[name='eco_friendly'],,input,,,Functional
RQ10,"Given I am viewing a product catalog, when I apply the sustainability filter, then only products verified as eco-friendly are displayed.",,,,WAhs7kya4060406350,WC1jc36072b42621613208,[name='eco_friendly'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",AC1cvpbhl742826595332,WA1nti3oe222539222172,,WA1nti3oe222539222172,WC8x22002d34194973122,[data-test='category-01KKW0AANQ998HF358T06VT13X'],,input,,,Linked
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WA1nti3oe222539222172,WC1t6bwi2d3958390991,[data-test='category-01KKW0AANQ998HF358T06VT13X'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WA1nti3oe222539222172,WC1tnqyyq2d3941744926,[data-test='category-01KKW0AANQ998HF358T06VT13X'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",AC16ngt11631809283418,WA1mz6clo221991206881,,WA1mz6clo221991206881,WCea5vd62ca3326495594,[data-test='category-01KKW0AAN036SAE6P0DVWWHCV4'],,input,,,Linked
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WA1mz6clo221991206881,WCkm2lhm2c81707712935,[data-test='category-01KKW0AAN036SAE6P0DVWWHCV4'],,input,,,Functional
RQ11,"Given I am navigating the product catalog, when I select a specific product category filter, then only items belonging to that category are shown.",,,,WA1mz6clo221991206881,WC778gn82c92067311032,[data-test='category-01KKW0AAN036SAE6P0DVWWHCV4'],,input,,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACcwhy444a1073006927,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.nav-link.active,Home,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACf7csmq4a171681724,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.nav-link.active,Home,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC1sbdjo0492266899214,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.nav-link.active,Home,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACy5saf2491319296891,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.nav-link.active,Home,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC143iye24a274926671,WA1d577mz132422608066,,WA1d577mz132422608066,WC1gvd94s2932005023967,.nav-link.active,Home,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACv4tqau494255262021,WA1d577mz132422608066,,WA1d577mz132422608066,WC1kjlva6293682906658,.active,Home,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC19oxfqi2932407199309,.nav-link.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC2ubg2i29314146014,.nav-link.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WCzr8dzu2934160021619,.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC170k4tq2993913776662,.nav-link.active,Accueil,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WCsvbfk12952011276853,.nav-link.active,Start,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WC8p9nzr2931279439824,.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WCwqv2va2931553776674,.nav-link.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1d577mz132422608066,WCb8dm8w293857105036,.active,Home,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",ACzn4jiu672125609755,WA1k6dimvf2619552345,,WA1k6dimvf2619552345,WCf1wxt62a1643022648,.navbar-brand,,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC112pcuj672768934219,WA1k6dimvf2619552345,,WA1k6dimvf2619552345,WCf1wxt62a1643022648,.navbar-brand,,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",AC1h61wy5681285808556,WA1k6dimvf2619552345,,WA1k6dimvf2619552345,WCf1wxt62a1643022648,.navbar-brand,,a,/,,Linked
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WClmqs7l2a2864826390,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WC1bjj89d2a23557828889,.navbar-brand,,a,/,,Functional
RQ12,"Given I am on any page within the website, when I trigger the homepage link, then I am immediately redirected to the main homepage.",,,,WA1k6dimvf2619552345,WCcilhnx2a1721198562,.navbar-brand,,a,/,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",ACoc1vfv5b49702886,WAwqlje5292902377438,,WAwqlje5292902377438,WC1r6x9fm2c2753504013,[data-test='product-01KKVWWDB7A3A4KYB5M1G8YG6Y'],,a,/product/01KKVWWDB7A3A4KYB5M1G8YG6Y,,Linked
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WC1cqjd632b62018155311,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WC1a1dafr2b656284209,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WCd8qfcf2b51206700403,[alt='Pliers'],,img,,,Functional
RQ13,"Given that the customer is interested in a product listed in the home page, when the customer clicks on the product photo, then the product detail page is loaded.",,,,WAxl34r1142006824629,WCbfocd02b53003523403,[alt='Pliers'],,img,,,Functional
