Requirement_ID,Requirement_Text,Relevant_Transition_ActionId_Concrete,Relevant_Transition_ActionId_Abstract,Transition_Notes,Relevant_Widget_AbstractID,Relevant_Widget_ConcreteID,Relevant_Widget_Selector,Relevant_Widget_Text,Relevant_Widget_Tag,Relevant_Widget_Href,Widget_Notes,Relevance_Type
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",,,,WA1frvumd413291516157,WCrvc3fe2cf10835651,#search-query,,input,,,Functional
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",,,,WA1frvumd413291516157,WC16whg9f2d1603784612,#search-query,,input,,,Functional
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",,,,WA1frvumd413291516157,WCxrz6yc2d01859209375,#search-query,,input,,,Functional
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",,,,WA1frvumd413291516157,WClfx96b2d12003269458,#search-query,,input,,,Functional
RQ2,"Given the user types a search term in the Search field and presses the ""Search"" button, then the catalogue displays products whose names or descriptions match the query",,,,WA1frvumd413291516157,WC1iy2a2d2d01843086593,#search-query,,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",ACouxr7n76785977055,WAkfgqg8223301208029,,WAkfgqg8223301208029,WC1huzswl2d31921085101,[data-test='category-01KKGMCVMXF2H00PKGD106FV9F'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",ACthh92o643348929207,WAkfgqg8223301208029,,WAkfgqg8223301208029,WC1dvjqct2d34004634705,[data-test='category-01KKGMCVMXF2H00PKGD106FV9F'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAkfgqg8223301208029,WC1wylry02d32819074599,[data-test='category-01KKGMCVMXF2H00PKGD106FV9F'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",ACj9p44643616571719,WAkfgqgi22806410892,,WAkfgqgi22806410892,WC1rs3d3r2d3831870287,[data-test='category-01KKGMCVMXF2H00PKGD106FV9P'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAkfgqgi22806410892,WC1gy3acr2d33053662053,[data-test='category-01KKGMCVMXF2H00PKGD106FV9P'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAkfgqgi22806410892,WCysia3f2d2103289279,[data-test='category-01KKGMCVMXF2H00PKGD106FV9P'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",ACkrx5rz653050876183,WAxgg3q922415487143,,WAxgg3q922415487143,WC13qd20k2ca3079950981,[data-test='category-01KKGMCVME11E5ZRYG7KCJH7WC'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAxgg3q922415487143,WC1piw47n2ca3559118996,[data-test='category-01KKGMCVME11E5ZRYG7KCJH7WC'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAxgg3q922415487143,WCy08saa2c91206317714,[data-test='category-01KKGMCVME11E5ZRYG7KCJH7WC'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",AC118sao5632327506362,WAzrtsxz224213439305,,WAzrtsxz224213439305,WCci6ylp2d33011052602,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3K'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",AC14jb71u63385050787,WAzrtsxz224213439305,,WAzrtsxz224213439305,WC6x7qch2d3682722231,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3K'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsxz224213439305,WC1z0egmw2d33061275618,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3K'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsxz224213439305,WCeg38y72d31424985927,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3K'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",ACh894mv642836490231,WAzrtsy522104923699,,WAzrtsy522104923699,WC1e3zxw02d32073773963,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3Q'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsy522104923699,WC16wg3yn2d3432488206,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3Q'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsy522104923699,WCnjdr8v2d34028791207,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3Q'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsy522104923699,WC1g1w88i2d33297607826,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3Q'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",AC1uzwu7q64437156067,WAzrtsy4221900425893,,WAzrtsy4221900425893,WC1d7zupa2d31068715001,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3P'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsy4221900425893,WC8aq9q22d31265472427,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3P'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsy4221900425893,WCmndo252d33967946927,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3P'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsy4221900425893,WC1f5w51s2d3808295591,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3P'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",ACordmj3623415404128,WA12p7xnw224061037784,,WA12p7xnw224061037784,WCzy020w2ca2074433955,[data-test='category-01KKGQTR7EPNRJRMAPTBD4RHY7'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA12p7xnw224061037784,WC1uw0gsr2ca1030921400,[data-test='category-01KKGQTR7EPNRJRMAPTBD4RHY7'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA12p7xnw224061037784,WC1czk6dt2c92874062017,[data-test='category-01KKGQTR7EPNRJRMAPTBD4RHY7'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA12p7xnw224061037784,WC17gvkmm2ca2655516770,[data-test='category-01KKGQTR7EPNRJRMAPTBD4RHY7'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",ACafb0l641369944976,WA12p7xnu22469820916,,WA12p7xnu22469820916,WC17yd58p2ca3209002395,[data-test='category-01KKGQTR7EPNRJRMAPTBD4RHY5'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA12p7xnu22469820916,WC34a4yq2c93251775791,[data-test='category-01KKGQTR7EPNRJRMAPTBD4RHY5'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA12p7xnu22469820916,WC1rjw7jc2c81711971270,[data-test='category-01KKGQTR7EPNRJRMAPTBD4RHY5'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA12p7xnu22469820916,WCyhibds2ca507547427,[data-test='category-01KKGQTR7EPNRJRMAPTBD4RHY5'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",AClvhw2f753077885324,WAzrtsy6222672317321,,WAzrtsy6222672317321,WC1kiiztb2d32224263153,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3R'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",AC1r3bu5r764192248211,WAzrtsy6222672317321,,WAzrtsy6222672317321,WC1kiiztb2d32224263153,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3R'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsy6222672317321,WC1qer5a52d3152674609,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3R'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsy6222672317321,WC1ktrx0x2d33815102382,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3R'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WAzrtsy6222672317321,WC1gxwbf82d33782400530,[data-test='category-01KKGQTR7RKFPQKMR2G8GFPJ3R'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",AC21q06b741942877690,WA13tavyq22609534967,,WA13tavyq22609534967,WCxmpng82d32115072216,[data-test='category-01KKGV8J7B52V47864RT498V1T'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",AC1abyt6a74713832584,WA13tavyq22609534967,,WA13tavyq22609534967,WCxmpng82d32115072216,[data-test='category-01KKGV8J7B52V47864RT498V1T'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA13tavyq22609534967,WCrsxo5z2d3116394768,[data-test='category-01KKGV8J7B52V47864RT498V1T'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA13tavyq22609534967,WC1ve9zng2d3706312627,[data-test='category-01KKGV8J7B52V47864RT498V1T'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA13tavyq22609534967,WC1c13wse2d3752977818,[data-test='category-01KKGV8J7B52V47864RT498V1T'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA13tavyq22609534967,WC533g9p2d2460181465,[data-test='category-01KKGV8J7B52V47864RT498V1T'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",AC15lmn777414108349,WA13tavyo223442960066,,WA13tavyo223442960066,WCh7c4ks2d3661886652,[data-test='category-01KKGV8J7B52V47864RT498V1R'],,input,,,Linked
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA13tavyo223442960066,WCfu2s8i2d3721162304,[data-test='category-01KKGV8J7B52V47864RT498V1R'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA13tavyo223442960066,WC5dy04s2d31594512089,[data-test='category-01KKGV8J7B52V47864RT498V1R'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA13tavyo223442960066,WC10290ux2d33323172584,[data-test='category-01KKGV8J7B52V47864RT498V1R'],,input,,,Functional
RQ3,"Given a user is browsing products, when they select one or more check boxes under ""By category"" on the filter panel, then only products belonging to the selected sub-categories are shown",,,,WA13tavyo223442960066,WC16eoyvn2d32705665644,[data-test='category-01KKGV8J7B52V47864RT498V1R'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",ACw9y9ys642194635522,WA1l60hwv221969247324,,WA1l60hwv221969247324,WC6z74gs2c51587575571,[data-test='brand-01kkgq734smxc1hpxfym4j0nap'],,input,,,Linked
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WA1l60hwv221969247324,WC1cv56ff2c53301517162,[data-test='brand-01kkgq734smxc1hpxfym4j0nap'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WA1l60hwv221969247324,WC1cgvmqm2c5949428787,[data-test='brand-01kkgq734smxc1hpxfym4j0nap'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",AClceui675974803428,WAar1fyz223616820576,,WAar1fyz223616820576,WCeiodth2c41311784553,[data-test='brand-01KKGV8HW0NAWT0NY300HTSGZQ'],,input,,,Linked
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WAar1fyz223616820576,WC5n899e2c4255860839,[data-test='brand-01KKGV8HW0NAWT0NY300HTSGZQ'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WAar1fyz223616820576,WC1cyasbh2c42979068513,[data-test='brand-01KKGV8HW0NAWT0NY300HTSGZQ'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WAar1fyz223616820576,WC10j2l992c45372465,[data-test='brand-01KKGV8HW0NAWT0NY300HTSGZQ'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WAar1fyz223616820576,WCpe9m732c01337878775,[data-test='brand-01KKGV8HW0NAWT0NY300HTSGZQ'],,input,,,Functional
RQ4,"Given a user on the catalogue, when they tick a brand under By brand, then the list displays only items made by the chosen brand",,,,WAar1fyz223616820576,WC4vbc1v2c43359522425,[data-test='brand-01KKGV8HW0NAWT0NY300HTSGZQ'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",AC1ys3ujp5c3290647905,WAhs7kya4060406350,,WAhs7kya4060406350,WCdnln1c2b44260135024,[name='eco_friendly'],,input,,,Linked
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",AC1dw06944d433211359,WAhs7kya4060406350,,WAhs7kya4060406350,WC17jbabs2b41453906605,[name='eco_friendly'],,input,,,Linked
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WCcju34d2b42632668162,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WC754n12b4224705708,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WCpiqu8b2b43260120044,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WC42r7c52b44196435005,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WCm98mw42b42591692217,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WC1re08sj2b4744617417,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WC17ckd0w2b44025215257,[name='eco_friendly'],,input,,,Functional
RQ5,"Given a user wants to see eco-friendly products, when they check ""Only show eco-friendly products"" under Sustainability, then the catalogue hides all products that are not labelled as environmentally friendly",,,,WAhs7kya4060406350,WClmvsf42b44185464305,[name='eco_friendly'],,input,,,Functional
RQ6,"Given the user opens the Categories drop-down in the header, when they select a high-level category, then the application navigates to a dedicated category page listing relevant products",AC1om1f694e2558275995,WA1xuow6b1c3054557634,,WA1xuow6b1c3054557634,WCz5qgh12a92086354738,[href='\\#'],Categories,a,#,< 1 unique widget,Linked
